Product ID,Product Name,total_sales,total_profit,total_quantity,profit_margin
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,639.7620000000001,-11.3372,8,-0.01772096498385337
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",2875.064,110.019,47,0.0382666264124903
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",585.2919999999999,21.9214,7,0.03745378375238343
FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",2529.78,-249.66969999999998,27,-0.09869225782479107
FUR-CH-10002961,"Leather Task Chair, Black",1849.9160000000002,54.588,17,0.029508366866387446
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",2464.956,104.50959999999999,16,0.0423981604539797
FUR-CH-10003061,"Global Leather Task Chair, Black",1546.849,46.794799999999995,18,0.030251692311272785
FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,1286.976,62.14880000000001,14,0.04829056641304889
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",2299.464,-302.56379999999996,21,-0.13158014215486738
FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,2209.448,-477.666,10,-0.21619246074132545
FUR-CH-10003396,Global Deluxe Steno Chair,1425.66,-130.0962,21,-0.09125331425445057
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",633.8,-48.1742,13,-0.07600852003786684
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",3043.0860000000002,-373.01800000000003,40,-0.12257885580624406
FUR-CH-10003817,"Global Value Steno Chair, Gray",1425.246,85.036,22,0.05966408605952937
FUR-CH-10003833,Novimex Fabric Task Chair,1200.836,-30.49,22,-0.0253906445176527
FUR-CH-10003846,Hon Valutask Swivel Chairs,1180.114,90.882,10,0.0770112040023252
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,469.48800000000006,-64.5918,7,-0.1375792352520192
FUR-CH-10003968,Novimex Turbo Task Chair,1049.406,-18.4548,17,-0.01758594862236351
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,2907.9680000000003,118.9632,9,0.04090939102493562
FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,4001.398,48.82620000000001,21,0.012202285301287202
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,2181.252,85.794,10,0.03933245677253247
FUR-CH-10004289,Global Super Steno Chair,1298.142,-116.1358,17,-0.08946309417613789
FUR-CH-10004540,Global Chrome Stack Chair,556.928,-18.511200000000002,18,-0.03323804872443117
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",746.428,55.066399999999994,11,0.07377322394122406
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",1449.4080000000001,55.8626,13,0.03854166666666666
FUR-CH-10004860,Global Low Back Tilter Chair,1353.348,-151.47,15,-0.11192243236772803
FUR-CH-10004886,Bevis Steel Folding Chairs,1345.5149999999999,71.003,18,0.05277012890974832
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1180.132,49.9038,17,0.04228662556391996
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,2791.5080000000003,187.98,17,0.0673399467241362
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",481.424,28.400000000000002,5,0.0589916580810263
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",1023.586,26.211599999999997,19,0.02560761870521871
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1315.48,75.80879999999999,12,0.057628242162556624
FUR-FU-10000320,OIC Stacking Trays,576.772,13.4936,21,0.023395033045986974
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,2672.312,264.3983999999999,21,0.09893994413825928
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",786.328,-78.09479999999999,19,-0.09931580714409254
FUR-FU-10000732,Eldon 200 Class Desk Accessories,490.576,35.168,20,0.07168715958383613
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,642.564,46.439800000000005,13,0.07227264521510698
FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",645.16,46.452,22,0.07200074400148801
FUR-FU-10001057,Tensor Track Tree Floor Lamp,719.866,36.9815,15,0.051372755485048605
FUR-FU-10001424,Dax Clear Box Frame,505.57,9.4284,12,0.0186490495875942
FUR-FU-10001473,DAX Wood Document Frame,862.3,49.428,10,0.05732111794039198
FUR-FU-10001475,"Contract Clock, 14"", Brown",703.552,69.4568,14,0.09872305103247521
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",2131.62,148.372,22,0.06960527673788013
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",598.096,-6.827400000000001,9,-0.011415224311816165
FUR-FU-10001731,Acrylic Self-Standing Desk Frames,1473.2440000000001,12.0684,14,0.008191718411885608
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",431.056,-12.756800000000002,17,-0.02959429865261127
FUR-FU-10001934,Magnifier Swing Arm Lamp,689.76,65.4576,12,0.0948990953375087
FUR-FU-10001935,3M Hangers With Command Adhesive,913.68,17.02,20,0.018627966027493215
FUR-FU-10001940,Staple-based wall hangings,1064.16,51.2624,26,0.04817170350323259
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,470.94399999999996,-7.996000000000001,8,-0.016978664129917786
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",447.26,-167.5827,9,-0.3746874301301256
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",970.4079999999999,-332.94,15,-0.3430928022027848
FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",755.2239999999999,20.1474,17,0.026677383134010576
FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",610.2239999999999,58.775999999999996,21,0.09631872886022183
FUR-FU-10002501,Nu-Dell Executive Frame,719.664,62.6944,28,0.0871162097867894
FUR-FU-10002963,"Master Caster Door Stop, Gray",697.512,9.0424,7,0.012963791303948894
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",468.13,22.8459,7,0.048802469399525775
FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,557.68,-35.0366,19,-0.06282563477262947
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",1290.312,-74.1576,22,-0.057472611275412464
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1754.248,-343.0956,26,-0.19557987240116562
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,715.68,-133.5936,12,-0.1866666666666667
FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",2058.496,-529.76,19,-0.25735294117647056
FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",645.808,26.281599999999997,18,0.040695686643708345
FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,2145.136,-78.5088,6,-0.03659851869531815
FUR-FU-10004018,Tensor Computer Mounted Lamp,551.79,44.2233,11,0.08014516392105693
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,1185.9119999999998,91.5288,12,0.07718009430716614
FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",771.028,69.4712,8,0.09010204558070524
FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,635.228,27.384,4,0.04310893096651911
FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,1427.496,11.4208,9,0.008000582838761018
FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,1384.6000000000001,-78.255,3,-0.05651812797919976
FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",1112.25,47.6,22,0.04279613396268825
FUR-FU-10004973,Flat Face Poster Frame,854.32,29.013599999999997,37,0.033961045041670565
FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,5322.408,-870.5484,13,-0.16356288356698698
FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,2465.89,-351.6921,13,-0.14262278528239297
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",1544.81,-8.713999999999999,8,-0.005640823143299175
FUR-TA-10000849,Bevis Rectangular Conference Tables,523.332,-239.40720000000002,6,-0.4574671527825549
FUR-TA-10001039,KI Adjustable-Height Table,1492.381,-282.8742,26,-0.18954556510703363
FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1463.308,-288.781,15,-0.19734806342888853
FUR-TA-10001095,Chromcraft Round Conference Tables,8080.053,-158.60389999999998,59,-0.019629066789537145
FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",1994.25,7.136999999999993,30,0.003578789018427977
FUR-TA-10001539,Chromcraft Rectangular Conference Tables,1857.578,-47.394,10,-0.02551386805829957
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,819.261,-127.9584,19,-0.15618758857067527
FUR-TA-10001705,Bush Advantage Collection Round Conference Table,816.1,-95.67,5,-0.1172282808479353
FUR-TA-10001768,Hon Racetrack Conference Tables,1360.55,-346.5132,8,-0.2546861195839918
FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",3678.288,311.823,19,0.08477394918505565
FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,4334.1,-2019.2395999999999,18,-0.46589594148727526
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2968.696,-897.792,15,-0.302419648222654
FUR-TA-10001950,Balt Solid Wood Round Tables,5534.178,-647.4105,15,-0.11698403990619745
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",1354.1779999999999,-285.0711,11,-0.21051228125106156
FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",1348.44,-326.6928,6,-0.24227462845955325
FUR-TA-10002356,Bevis Boat-Shaped Conference Table,1613.238,-272.5944,9,-0.16897345586949972
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",2719.542,-377.44999999999993,24,-0.13879175243478495
FUR-TA-10002533,BPI Conference Tables,2019.7675,-620.7125,22,-0.30731878792979883
FUR-TA-10002607,KI Conference Tables,729.4549999999999,-219.75900000000001,15,-0.30126464278125453
FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",1204.664,-153.882,10,-0.12773852294083662
FUR-TA-10002645,Hon Rectangular Conference Tables,2866.56,282.162,12,0.09843226724715337
FUR-TA-10002774,Laminate Occasional Tables,1726.256,-192.6625,15,-0.11160714285714285
FUR-TA-10002855,Bevis Round Conference Table Top & Single Column Base,856.5040000000001,-105.3648,8,-0.123017288885983
FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",692.753,-264.9042,7,-0.38239343604430437
FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",2818.192,-751.6224,16,-0.2667037590057739
FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",1209.24,-394.308,8,-0.32607919023518905
FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",2644.704,-33.05879999999996,6,-0.012499999999999985
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,6603.5335000000005,90.2712,23,0.013670135844695872
FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,3488.526,-120.29400000000001,12,-0.03448275862068966
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,2069.84,-47.3062,21,-0.022855003285278085
FUR-TA-10003954,Hon 94000 Series Round Tables,4116.284,44.42699999999999,15,0.010792987072806444
FUR-TA-10004086,KI Adjustable-Height Table,1048.9660000000001,8.881784197001252e-16,15,8.467180248932045e-19
FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",534.16,-72.576,8,-0.13586940242623932
FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,3869.9,-964.1940000000001,17,-0.24915217447479265
FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,1052.5,-986.5625,13,-0.9373515439429929
FUR-TA-10004534,Bevis 44 x 96 Conference Tables,929.22,-2.0589999999999975,7,-0.0022158369385075626
FUR-TA-10004575,Hon 5100 Series Wood Tables,4828.974,-29.097999999999956,20,-0.006025710637497728
FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,1138.376,-133.047,10,-0.11687438948115561
FUR-TA-10004767,Safco Drafting Table,610.468,14.9058,9,0.02441700465872085
FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",5705.816,-66.82720000000003,23,-0.011712119703825016
OFF-AP-10000027,Hoover Commercial SteamVac,692.392,35.308,14,0.05099423447989
OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,480.33599999999996,-120.17599999999999,17,-0.25019153259385096
OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,461.7,37.44,12,0.0810916179337232
OFF-AP-10000595,Disposable Triple-Filter Dust Bags,1250.59,7.9534,7,0.006359718213003463
OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,1553.208,84.9888,32,0.05471823477602484
OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,1073.568,88.52799999999999,15,0.0824614742615279
OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",626.26,51.5476,23,0.08231022259125603
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,965.416,48.58,20,0.05032027644041532
OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1080.352,-9.303200000000004,6,-0.008611267438760704
OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,764.1759999999999,-135.01839999999999,27,-0.17668495215761815
OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,539.716,47.4035,25,0.08783045157082614
OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,469.892,21.592800000000004,7,0.045952687000417124
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1482.15,5.232500000000016,15,0.0035303444320750367
OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,2860.428,-412.46799999999996,15,-0.14419800113829118
OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,744.196,8.741200000000006,21,0.011745830399518414
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,946.124,-6.628399999999999,6,-0.007005847013710676
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",453.95,18.4925,21,0.040736865293534534
OFF-AP-10004249,Staple holder,702.308,39.0222,18,0.055562801505892
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,599.704,-31.589799999999997,13,-0.05267565332230567
OFF-AR-10000122,Newell 314,512.54,9.765,15,0.019052171537831196
OFF-AR-10000246,Newell 318,456.716,14.4004,23,0.03153031643296928
OFF-AR-10000369,Design Ebony Sketching Pencil,506.842,1.5846,9,0.0031264180947908815
OFF-AR-10000422,Pencil and Crayon Sharpener,747.346,3.7668,16,0.005040235714113677
OFF-AR-10000799,Col-Erase Pencils with Erasers,531.696,7.478400000000001,7,0.014065180102915952
OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",457.48,5.9312,4,0.012964938357961002
OFF-AR-10001315,Newell 310,552.4000000000001,5.1568,17,0.00933526430123099
OFF-AR-10001419,Newell 325,643.64,26.019,31,0.04042477161145982
OFF-AR-10001547,Newell 311,1289.598,10.6522,26,0.008260093455479926
OFF-AR-10001615,Newell 34,694.888,41.664,15,0.059957863713289046
OFF-AR-10001955,Newell 319,432.112,39.68,14,0.09182804458103454
OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,1227.908,40.0728,17,0.032635018258696906
OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,507.87,22.582299999999996,13,0.04446472522495914
OFF-AR-10002280,Staples in misc. colors,503.348,22.3215,9,0.044346058790339885
OFF-AR-10002375,Newell 351,1171.4560000000001,7.8392,11,0.006691843312937062
OFF-AR-10003158,Fluorescent Highlighters by Dixon,459.456,18.546799999999998,19,0.04036686864465802
OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,440.064,4.008,12,0.009107766143106457
OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",572.992,24.552,18,0.04284876577683458
OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",2063.14,11.7585,9,0.0056993223920819725
OFF-AR-10003504,Newell 347,429.752,21.0148,19,0.04889983059997394
OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",573.392,20.44,10,0.03564751513798588
OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,513.16,20.0564,2,0.039084106321615096
OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",466.77599999999995,19.747,29,0.04230508852211768
OFF-AR-10003811,Newell 327,826.15,8.9505,15,0.01083398898505114
OFF-AR-10004078,Newell 312,552.656,22.192,28,0.04015517790451927
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,594.964,55.3938,26,0.09310445674023973
OFF-AR-10004441,BIC Brite Liner Highlighters,1540.896,24.6744,18,0.0160130209955766
OFF-BI-10000014,Heavy-Duty E-Z-D Binders,809.6500000000001,19.092499999999998,25,0.023581177051812507
OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",564.82,12.701999999999998,22,0.02248858043270422
OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",455.63300000000004,29.419600000000003,21,0.06456863308847252
OFF-BI-10000145,Zipper Ring Binder Pockets,557.304,4.524,25,0.008117652125231472
OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",677.06,45.356,44,0.06698963164269046
OFF-BI-10000301,GBC Instant Report Kit,815.9870000000001,10.352,41,0.012686476622789333
OFF-BI-10000320,GBC Plastic Binding Combs,538.08,46.567800000000005,19,0.08654438001784122
OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",506.596,-11.882200000000001,34,-0.023454981879051554
OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,511.52,45.150000000000006,15,0.08826634344698156
OFF-BI-10000546,Avery Durable Binders,560.352,13.5072,21,0.024104848381017646
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",595.624,13.3731,13,0.022452251756141458
OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,474.43,-362.94,13,-0.7650022131821343
OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,452.036,26.506,29,0.05863692272296897
OFF-BI-10001097,Avery Hole Reinforcements,778.169,19.686799999999998,14,0.02529887466604298
OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",678.304,-9.081599999999998,26,-0.013388687078360143
OFF-BI-10001120,Ibico EPK-21 Electric Binding System,6437.965999999999,-1285.1932,8,-0.19962721145156717
OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,923.96,8.022000000000006,23,0.008682194034373788
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,1242.2839999999999,83.0808,42,0.06687746119244875
OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",1188.5819999999999,12.294000000000011,30,0.010343417618641383
OFF-BI-10001617,GBC Wire Binding Combs,574.972,-0.31019999999999825,11,-0.000539504532394618
OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",710.2239999999999,26.075,26,0.03671376917704837
OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,477.368,16.3542,29,0.034259104087412645
OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,441.072,-6.977600000000001,22,-0.015819639423948925
OFF-BI-10001670,Vinyl Sectional Post Binders,1196.89,45.23999999999999,29,0.03779795971225425
OFF-BI-10001679,GBC Instant Index System for Binding Systems,632.4,13.32,7,0.02106261859582543
OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,1291.672,-0.19680000000000142,32,-0.0001523606612204967
OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",1110.721,10.9728,22,0.009878988512866867
OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",573.544,11.3211,7,0.019738851770744702
OFF-BI-10002003,Ibico Presentation Index for Binding Systems,752.67,12.934999999999999,25,0.01718548633531295
OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,906.04,2.0879999999999996,32,0.0023045340161582267
OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,1164.748,-3.137400000000001,21,-0.0026936298667179517
OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",678.3499999999999,36.498,20,0.05380408343775338
OFF-BI-10002353,GBC VeloBind Cover Sets,558.04,0.0,32,0.0
