Product ID,Current_Stock,Reorder_Level,Lead_Time_Days,avg_daily_demand,days_to_zero,predicted_stockout_date,stockout_risk
OFF-PA-10003953,138,46,5,1.5,92.0,1772496000000000000,0
OFF-LA-10003498,365,121,9,5.0,73.0,1770854400000000000,0
OFF-LA-10004484,63,21,7,3.8,16.578947368421055,1765979621052631583,0
TEC-PH-10004093,291,97,3,3.25,89.53846153846153,1772283323076923073,0
TEC-AC-10000171,314,104,9,3.0,104.66666666666667,1773590400000000002,0
OFF-BI-10004506,395,131,7,3.0,131.66666666666666,1775923200000000002,0
FUR-FU-10000719,102,34,2,6.0,17.0,1766016000000000000,0
TEC-AC-10002926,435,145,9,3.6666666666666665,118.63636363636364,1774797381818181815,0
OFF-AR-10003477,389,129,7,6.0,64.83333333333333,1770148799999999997,0
OFF-ST-10001526,141,47,4,7.4,19.054054054054053,1766193470270270274,0
OFF-BI-10000285,416,138,9,3.25,128.0,1775606400000000000,0
OFF-AR-10000315,493,164,9,2.6666666666666665,184.875,1780520400000000000,0
OFF-PA-10000007,477,159,8,5.0,95.4,1772789760000000000,0
OFF-BI-10003676,313,104,6,4.5,69.55555555555556,1770556800000000003,0
FUR-TA-10001095,480,160,8,4.916666666666667,97.62711864406779,1772982183050847457,0
FUR-FU-10000747,84,28,9,3.25,25.846153846153847,1766780307692307688,0
OFF-ST-10004337,255,85,6,4.5,56.666666666666664,1769443200000000002,0
OFF-AR-10000588,130,43,7,2.857142857142857,45.5,1768478400000000000,0
OFF-BI-10000014,469,156,3,3.5714285714285716,131.32,1775893248000000000,0
OFF-ST-10000675,99,33,3,4.8,20.625,1766329200000000000,0
OFF-BI-10004781,409,136,9,3.25,125.84615384615384,1775420307692307688,0
OFF-LA-10004689,437,145,4,6.75,64.74074074074075,1770140799999999996,0
FUR-CH-10001190,51,17,2,3.3333333333333335,15.299999999999999,1765869120000000000,0
FUR-BO-10000468,439,146,7,3.25,135.07692307692307,1776217846153846155,0
OFF-PA-10003892,103,34,6,4.333333333333333,23.76923076923077,1766600861538461541,0
TEC-PH-10004241,155,51,9,4.0,38.75,1767895200000000000,0
OFF-BI-10000546,309,103,7,3.5,88.28571428571429,1772175085714285715,0
FUR-TA-10004256,359,119,9,4.25,84.47058823529412,1771845458823529410,0
TEC-PH-10004120,240,80,4,3.5,68.57142857142857,1770471771428571431,0
OFF-PA-10002764,451,150,5,5.0,90.2,1772340480000000000,0
OFF-PA-10003936,267,89,5,3.0,89.0,1772236800000000000,0
OFF-EN-10003134,93,31,4,3.0,31.0,1767225600000000000,0
OFF-BI-10003527,211,70,6,3.2,65.9375,1770244200000000000,0
OFF-EN-10004483,251,83,8,5.25,47.80952380952381,1768677942857142856,0
OFF-ST-10002214,495,165,4,3.8333333333333335,129.1304347826087,1775704069565217391,0
OFF-PA-10002254,319,106,9,3.0,106.33333333333333,1773734399999999997,0
OFF-ST-10003994,400,133,6,3.5,114.28571428571429,1774421485714285715,0
TEC-MA-10001127,353,117,3,5.0,70.6,1770647040000000000,0
OFF-BI-10002557,320,106,4,4.8,66.66666666666667,1770307200000000002,0
FUR-FU-10001731,264,88,6,4.666666666666667,56.57142857142857,1769434971428571431,0
FUR-FU-10003601,301,100,4,4.333333333333333,69.46153846153847,1770548676923076926,0
FUR-CH-10000015,239,79,4,5.0,47.8,1768677120000000000,0
FUR-FU-10002088,345,115,8,2.75,125.45454545454545,1775386472727272731,0
OFF-ST-10004180,257,85,9,1.5,171.33333333333334,1779350399999999997,0
OFF-ST-10002344,286,95,6,2.75,104.0,1773532800000000000,0
OFF-PA-10001289,387,129,6,6.25,61.92,1769897088000000000,0
OFF-FA-10000053,416,138,2,5.0,83.2,1771735680000000000,0
FUR-FU-10004091,102,34,4,2.75,37.09090909090909,1767751854545454546,0
FUR-BO-10004015,329,109,5,3.7142857142857144,88.57692307692308,1772200246153846155,0
OFF-EN-10003001,459,153,4,3.0,153.0,1777766400000000000,0
TEC-PH-10000215,266,88,4,4.75,56.0,1769385600000000000,0
TEC-PH-10003645,301,100,6,4.25,70.82352941176471,1770666352941176470,0
OFF-PA-10000357,237,79,4,4.111111111111111,57.64864864864865,1769528043243243247,0
OFF-ST-10004804,429,143,7,3.0,143.0,1776902400000000000,0
OFF-LA-10003223,206,68,7,3.6666666666666665,56.18181818181819,1769401309090909092,0
OFF-ST-10004340,64,21,8,4.75,13.473684210526315,1765711326315789472,1
TEC-PH-10001448,114,38,9,2.6,43.84615384615385,1768335507692307688,0
FUR-FU-10000723,394,131,6,3.1666666666666665,124.42105263157896,1775297178947368425,0
TEC-AC-10003063,376,125,4,3.2,117.5,1774699200000000000,0
OFF-LA-10001045,58,19,7,3.75,15.466666666666667,1765883520000000002,0
OFF-PA-10003465,393,131,7,2.0,196.5,1781524800000000000,0
TEC-PH-10004094,178,59,8,6.25,28.48,1767007872000000000,0
TEC-PH-10002624,185,61,7,2.5,74.0,1770940800000000000,0
FUR-CH-10001270,112,37,9,3.0,37.333333333333336,1767772799999999997,0
TEC-AC-10004761,130,43,2,2.0,65.0,1770163200000000000,0
TEC-PH-10004897,441,147,9,4.25,103.76470588235294,1773512470588235290,0
OFF-ST-10003716,212,70,5,4.25,49.88235294117647,1768857035294117649,0
OFF-BI-10003274,468,156,9,4.142857142857143,112.9655172413793,1774307420689655171,0
OFF-PA-10004092,338,112,8,3.0,112.66666666666667,1774281600000000002,0
OFF-PA-10000791,428,142,8,4.8,89.16666666666667,1772251200000000002,0
OFF-AR-10001770,310,103,9,3.3333333333333335,93.0,1772582400000000000,0
FUR-TA-10002356,280,93,4,2.25,124.44444444444444,1775299199999999996,0
FUR-FU-10003274,90,30,3,5.0,18.0,1766102400000000000,0
OFF-AR-10002240,77,25,4,4.0,19.25,1766210400000000000,0
OFF-BI-10004519,184,61,4,3.6666666666666665,50.18181818181819,1768882909090909092,0
OFF-FA-10000304,250,83,9,3.8,65.78947368421053,1770231410526315787,0
OFF-AP-10004233,377,125,6,4.5,83.77777777777777,1771785600000000001,0
FUR-CH-10004754,467,155,6,3.25,143.69230769230768,1776962215384615385,0
OFF-PA-10000809,82,27,3,2.25,36.44444444444444,1767695999999999996,0
FUR-CH-10001545,97,32,4,3.75,25.866666666666667,1766782080000000002,0
FUR-FU-10003773,456,152,2,4.0,114.0,1774396800000000000,0
OFF-BI-10002412,111,37,5,3.25,34.15384615384615,1767498092307692311,0
FUR-CH-10001802,265,88,6,3.3333333333333335,79.5,1771416000000000000,0
FUR-FU-10004090,148,49,8,2.5,59.2,1769662080000000000,0
OFF-ST-10000736,221,73,4,2.5,88.4,1772184960000000000,0
OFF-LA-10004425,409,136,4,3.0,136.33333333333334,1776326399999999997,0
OFF-SU-10001664,263,87,3,2.4,109.58333333333334,1774015199999999997,0
OFF-PA-10001736,84,28,3,3.0,28.0,1766966400000000000,0
OFF-PA-10004996,498,166,6,3.5,142.28571428571428,1776840685714285715,0
TEC-AC-10004227,276,92,4,3.0,92.0,1772496000000000000,0
OFF-BI-10000174,150,50,2,5.5,27.272727272727273,1766903563636363638,0
OFF-ST-10001809,480,160,5,4.0,120.0,1774915200000000000,0
OFF-BI-10002309,180,60,9,4.8,37.5,1767787200000000000,0
FUR-FU-10000629,306,102,4,4.0,76.5,1771156800000000000,0
OFF-ST-10000036,54,18,8,3.75,14.4,1765791360000000000,1
TEC-PH-10002583,267,89,9,3.0,89.0,1772236800000000000,0
OFF-BI-10003727,304,101,4,4.166666666666667,72.96,1770850944000000000,0
OFF-ST-10001496,408,136,3,4.0,102.0,1773360000000000000,0
FUR-FU-10001861,332,110,8,5.333333333333333,62.25,1769925600000000000,0
OFF-AP-10001205,442,147,5,4.0,110.5,1774094400000000000,0
TEC-PH-10002398,256,85,6,5.0,51.2,1768970880000000000,0
TEC-AC-10003399,64,21,8,1.3333333333333333,48.0,1768694400000000000,0
OFF-FA-10000992,395,131,4,4.666666666666667,84.64285714285714,1771860342857142853,0
OFF-EN-10004386,91,30,6,2.75,33.09090909090909,1767406254545454546,0
OFF-AP-10004336,228,76,6,3.5,65.14285714285714,1770175542857142853,0
OFF-BI-10004738,112,37,5,2.3333333333333335,48.0,1768694400000000000,0
FUR-FU-10004053,401,133,3,2.1666666666666665,185.0769230769231,1780537846153846155,0
OFF-AR-10001615,280,93,5,3.75,74.66666666666667,1770998400000000002,0
OFF-FA-10003495,290,96,7,5.8,50.0,1768867200000000000,0
OFF-PA-10003127,145,48,3,1.75,82.85714285714286,1771706057142857146,0
OFF-ST-10003208,437,145,5,4.428571428571429,98.6774193548387,1773072929032258063,0
TEC-MA-10003979,271,90,7,7.0,38.714285714285715,1767892114285714284,0
TEC-PH-10003535,456,152,2,2.0,228.0,1784246400000000000,0
OFF-BI-10001071,280,93,7,3.75,74.66666666666667,1770998400000000002,0
TEC-PH-10001557,286,95,4,3.5,81.71428571428571,1771607314285714284,0
OFF-PA-10001977,192,64,9,2.0,96.0,1772841600000000000,0
OFF-PA-10001892,220,73,4,3.4,64.70588235294117,1770137788235294119,0
FUR-CH-10004983,78,26,6,5.666666666666667,13.76470588235294,1765736470588235290,0
TEC-PH-10003171,85,28,3,3.4,25.0,1766707200000000000,0
FUR-TA-10004915,62,20,4,4.6,13.478260869565219,1765711721739130433,0
TEC-MA-10001016,209,69,8,3.0,69.66666666666667,1770566400000000002,0
OFF-EN-10000483,376,125,7,2.0,188.0,1780790400000000000,0
OFF-SU-10004782,236,78,3,3.6666666666666665,64.36363636363636,1770108218181818184,0
FUR-FU-10000672,292,97,9,4.333333333333333,67.38461538461539,1770369230769230770,0
OFF-SU-10000151,135,45,8,3.0,45.0,1768435200000000000,0
OFF-FA-10001332,333,111,4,2.6666666666666665,124.875,1775336400000000000,0
TEC-PH-10000895,115,38,6,5.333333333333333,21.5625,1766410200000000000,0
TEC-AC-10002857,219,73,5,5.0,43.8,1768331520000000000,0
OFF-AR-10003727,94,31,6,4.25,22.11764705882353,1766458164705882350,0
OFF-LA-10001641,111,37,8,5.75,19.304347826086957,1766215095652173916,0
OFF-BI-10003876,490,163,2,4.0,122.5,1775131200000000000,0
TEC-AC-10002567,183,61,4,3.25,56.30769230769231,1769412184615384614,0
OFF-EN-10000056,333,111,8,2.5,133.2,1776055680000000000,0
OFF-ST-10001558,77,25,2,3.0,25.666666666666668,1766764800000000002,0
TEC-PH-10004586,157,52,2,2.6666666666666665,58.875,1769634000000000000,0
OFF-BI-10002982,93,31,7,3.8,24.47368421052632,1766661726315789472,0
TEC-PH-10002538,389,129,3,4.5,86.44444444444444,1772015999999999996,0
OFF-AP-10001626,335,111,7,2.25,148.88888888888889,1777411200000000000,0
OFF-BI-10004656,495,165,4,3.25,152.30769230769232,1777706584615384614,0
FUR-TA-10000849,177,59,9,3.0,59.0,1769644800000000000,0
TEC-PH-10002365,397,132,8,2.6666666666666665,148.875,1777410000000000000,0
TEC-PH-10001530,280,93,5,4.0,70.0,1770595200000000000,0
FUR-FU-10004006,239,79,2,3.0,79.66666666666667,1771430400000000002,0
OFF-FA-10004968,426,142,5,3.0,142.0,1776816000000000000,0
FUR-FU-10003347,332,110,7,4.0,83.0,1771718400000000000,0
OFF-PA-10001934,495,165,7,3.0,165.0,1778803200000000000,0
OFF-BI-10000632,170,56,3,4.0,42.5,1768219200000000000,0
OFF-BI-10001757,165,55,8,4.571428571428571,36.09375,1767665700000000000,0
TEC-AC-10004633,282,94,2,5.0,56.4,1769420160000000000,0
OFF-EN-10001453,308,102,6,3.6666666666666665,84.0,1771804800000000000,0
OFF-AR-10002766,247,82,7,4.333333333333333,57.00000000000001,1769472000000000000,0
TEC-AC-10004469,460,153,3,4.428571428571429,103.87096774193547,1773521651612903227,0
OFF-ST-10004634,186,62,5,1.5,124.0,1775260800000000000,0
FUR-CH-10002647,367,122,3,5.222222222222222,70.27659574468085,1770619097872340421,0
OFF-PA-10001801,214,71,9,4.5,47.55555555555556,1768656000000000003,0
OFF-BI-10004632,274,91,2,3.2222222222222223,85.03448275862068,1771894179310344828,0
FUR-BO-10003272,356,118,8,1.5,237.33333333333334,1785052799999999997,0
TEC-AC-10002800,283,94,4,4.5,62.888888888888886,1769980800000000000,0
OFF-PA-10004405,221,73,4,5.0,44.2,1768366080000000000,0
TEC-PH-10002885,201,67,8,3.75,53.6,1769178240000000000,0
TEC-AC-10003038,364,121,5,5.142857142857143,70.77777777777777,1770662400000000001,0
TEC-MA-10000984,423,141,9,3.5,120.85714285714286,1774989257142857146,0
OFF-ST-10001272,209,69,7,2.0,104.5,1773576000000000000,0
OFF-BI-10003291,282,94,7,3.7142857142857144,75.92307692307692,1771106953846153844,0
FUR-FU-10001037,491,163,9,3.6666666666666665,133.9090909090909,1776116945454545453,0
OFF-EN-10001099,317,105,7,2.6666666666666665,118.875,1774818000000000000,0
OFF-ST-10002756,344,114,6,4.4,78.18181818181817,1771302109090909092,0
OFF-AP-10003842,435,145,6,5.333333333333333,81.5625,1771594200000000000,0
OFF-EN-10004459,436,145,3,3.0,145.33333333333334,1777103999999999997,0
FUR-CH-10003746,162,54,6,3.2,50.625,1768921200000000000,0
OFF-PA-10004022,150,50,2,1.5,100.0,1773187200000000000,0
OFF-AP-10000326,162,54,7,5.0,32.4,1767346560000000000,0
TEC-PH-10001254,489,163,3,4.666666666666667,104.78571428571428,1773600685714285715,0
OFF-PA-10000659,130,43,5,6.333333333333333,20.526315789473685,1766320673684210527,0
OFF-BI-10004141,236,78,7,2.5,94.4,1772703360000000000,0
FUR-TA-10004619,162,54,3,6.333333333333333,25.578947368421055,1766757221052631583,0
FUR-FU-10004864,51,17,4,3.909090909090909,13.046511627906977,1765674418604651164,0
OFF-AP-10004540,179,59,9,3.6666666666666665,48.81818181818182,1768765090909090907,0
OFF-BI-10004965,269,89,5,3.3333333333333335,80.7,1771519680000000000,0
FUR-FU-10004712,103,34,9,3.0,34.333333333333336,1767513599999999997,0
FUR-CH-10004287,273,91,7,3.3333333333333335,81.89999999999999,1771623360000000000,0
TEC-AC-10000474,274,91,5,4.0,68.5,1770465600000000000,0
TEC-PH-10001494,434,144,9,5.0,86.8,1772046720000000000,0
OFF-BI-10004318,175,58,9,2.875,60.869565217391305,1769806330434782608,0
OFF-ST-10002574,179,59,3,3.2,55.9375,1769380200000000000,0
OFF-BI-10002353,102,34,7,4.0,25.5,1766750400000000000,0
OFF-ST-10003641,221,73,2,2.0,110.5,1774094400000000000,0
TEC-MA-10001148,267,89,9,4.666666666666667,57.21428571428571,1769490514285714284,0
OFF-BI-10001036,209,69,5,5.8,36.03448275862069,1767660579310344828,0
FUR-FU-10004020,247,82,5,5.333333333333333,46.3125,1768548600000000000,0
FUR-BO-10004409,465,155,8,5.0,93.0,1772582400000000000,0
OFF-AR-10001044,373,124,7,4.25,87.76470588235294,1772130070588235290,0
FUR-CH-10002880,488,162,7,3.375,144.59259259259258,1777040000000000000,0
FUR-FU-10003724,233,77,8,2.8333333333333335,82.23529411764706,1771652329411764709,0
TEC-AC-10004855,172,57,9,4.0,43.0,1768262400000000000,0
OFF-BI-10003529,450,150,6,2.5,180.0,1780099200000000000,0
FUR-CH-10000309,304,101,4,3.3333333333333335,91.2,1772426880000000000,0
OFF-PA-10001954,343,114,8,12.0,28.583333333333332,1767016799999999997,0
FUR-CH-10000863,374,124,9,2.5,149.6,1777472640000000000,0
OFF-BI-10004233,421,140,4,4.166666666666667,101.03999999999999,1773277056000000000,0
TEC-PH-10000673,247,82,8,6.666666666666667,37.05,1767748320000000000,0
OFF-BI-10000962,444,148,9,3.6,123.33333333333333,1775203199999999997,0
OFF-EN-10003055,289,96,9,3.0,96.33333333333333,1772870399999999997,0
OFF-AP-10002945,193,64,8,7.25,26.620689655172413,1766847227586206895,0
FUR-FU-10004306,146,48,2,2.75,53.09090909090909,1769134254545454546,0
TEC-PH-10003800,250,83,4,1.75,142.85714285714286,1776890057142857146,0
FUR-TA-10001857,173,57,4,2.5,69.2,1770526080000000000,0
OFF-AP-10003590,236,78,5,3.0,78.66666666666667,1771344000000000002,0
FUR-BO-10002202,375,125,6,1.5,250.0,1786147200000000000,0
FUR-FU-10000409,398,132,3,1.0,398.0,1798934400000000000,0
FUR-FU-10000221,308,102,2,7.0,44.0,1768348800000000000,0
OFF-BI-10001153,197,65,8,2.0,98.5,1773057600000000000,0
OFF-PA-10002005,492,164,8,3.6666666666666665,134.1818181818182,1776140509090909092,0
OFF-BI-10002498,469,156,2,4.2,111.66666666666666,1774195200000000002,0
OFF-PA-10004101,452,150,9,5.0,90.4,1772357760000000000,0
TEC-PH-10000004,395,131,8,3.5,112.85714285714286,1774298057142857146,0
FUR-FU-10003691,197,65,6,4.25,46.35294117647059,1768552094117647059,0
OFF-BI-10004465,401,133,7,3.8,105.52631578947368,1773664673684210527,0
FUR-CH-10000665,248,82,7,3.5714285714285716,69.44,1770546816000000000,0
OFF-AR-10004956,357,119,5,3.3333333333333335,107.1,1773800640000000000,0
FUR-TA-10004767,466,155,5,3.0,155.33333333333334,1777967999999999997,0
OFF-AR-10001868,473,157,8,3.25,145.53846153846155,1777121723076923073,0
TEC-AC-10001013,177,59,6,3.4,52.05882352941177,1769045082352941179,0
TEC-PH-10003691,387,129,5,5.0,77.4,1771234560000000000,0
OFF-PA-10001994,409,136,2,2.0,204.5,1782216000000000000,0
FUR-BO-10004357,178,59,2,3.0,59.333333333333336,1769673599999999997,0
OFF-AR-10000475,316,105,9,1.5,210.66666666666666,1782748800000000002,0
TEC-AC-10003832,490,163,3,4.4,111.36363636363636,1774169018181818184,0
OFF-ST-10001522,200,66,6,2.6666666666666665,75.0,1771027200000000000,0
OFF-ST-10001291,464,154,4,3.6666666666666665,126.54545454545455,1775480727272727268,0
TEC-AC-10001314,347,115,7,4.666666666666667,74.35714285714285,1770971657142857137,0
OFF-PA-10001838,148,49,4,2.142857142857143,69.06666666666666,1770514560000000002,0
OFF-BI-10002215,312,104,3,3.0,104.0,1773532800000000000,0
FUR-FU-10003731,193,64,8,3.0,64.33333333333333,1770105599999999997,0
OFF-ST-10000649,161,53,3,3.25,49.53846153846154,1768827323076923073,0
OFF-ST-10002485,109,36,3,3.1666666666666665,34.42105263157895,1767521178947368425,0
OFF-PA-10001243,418,139,4,1.0,418.0,1800662400000000000,0
OFF-PA-10001295,51,17,5,2.25,22.666666666666668,1766505600000000002,0
FUR-CH-10002965,434,144,3,3.2,135.625,1776265200000000000,0
OFF-PA-10000466,303,101,9,2.0,151.5,1777636800000000000,0
OFF-BI-10003708,189,63,3,4.333333333333333,43.61538461538462,1768315569230769229,0
FUR-FU-10004848,86,28,9,3.4,25.294117647058822,1766732611764705880,0
OFF-BI-10000320,209,69,5,3.8,55.0,1769299200000000000,0
TEC-PH-10000141,282,94,6,3.6666666666666665,76.9090909090909,1771192145454545453,0
OFF-PA-10004156,148,49,5,2.25,65.77777777777777,1770230400000000001,0
TEC-PH-10002789,196,65,4,2.0,98.0,1773014400000000000,0
TEC-AC-10003289,353,117,6,2.5,141.2,1776746880000000000,0
FUR-CH-10003817,257,85,7,3.6666666666666665,70.0909090909091,1770603054545454546,0
OFF-ST-10001469,453,151,9,3.0,151.0,1777593600000000000,0
OFF-AR-10001953,201,67,9,4.2,47.857142857142854,1768682057142857146,0
OFF-AR-10003156,103,34,9,2.5,41.2,1768106880000000000,0
OFF-AR-10004974,169,56,5,3.0,56.333333333333336,1769414399999999997,0
OFF-FA-10003112,457,152,8,3.25,140.6153846153846,1776696369230769229,0
OFF-AP-10002350,165,55,9,2.4,68.75,1770487200000000000,0
OFF-AR-10002956,124,41,4,4.0,31.0,1767225600000000000,0
OFF-LA-10001297,162,54,7,4.0,40.5,1768046400000000000,0
OFF-SU-10001574,469,156,9,2.5,187.6,1780755840000000000,0
OFF-BI-10003305,471,157,9,3.5,134.57142857142858,1776174171428571431,0
FUR-CH-10000454,153,51,6,4.222222222222222,36.23684210526316,1767678063157894740,0
OFF-SU-10000946,389,129,7,5.25,74.0952380952381,1770949028571428571,0
OFF-BI-10004140,303,101,9,3.142857142857143,96.4090909090909,1772876945454545453,0
FUR-CH-10000847,148,49,8,3.0,49.333333333333336,1768809599999999997,0
OFF-BI-10004330,202,67,5,5.0,40.4,1768037760000000000,0
FUR-FU-10003799,398,132,2,3.0,132.66666666666666,1776009600000000002,0
OFF-PA-10003893,433,144,6,4.0,108.25,1773900000000000000,0
OFF-PA-10001776,387,129,9,3.1666666666666665,122.21052631578948,1775106189473684212,0
OFF-BI-10004600,243,81,5,2.6,93.46153846153845,1772622276923076926,0
OFF-ST-10003455,212,70,3,3.6,58.888888888888886,1769635200000000000,0
TEC-AC-10001109,257,85,7,3.2857142857142856,78.21739130434783,1771305182608695649,0
OFF-ST-10003442,494,164,5,3.6666666666666665,134.72727272727272,1776187636363636361,0
OFF-SU-10000646,210,70,3,3.0,70.0,1770595200000000000,0
TEC-PH-10002555,117,39,9,4.0,29.25,1767074400000000000,0
TEC-CO-10002095,338,112,7,3.0,112.66666666666667,1774281600000000002,0
OFF-AR-10002833,326,108,9,2.5,130.4,1775813760000000000,0
OFF-PA-10004243,353,117,8,4.4,80.22727272727272,1771478836363636361,0
OFF-AP-10003278,453,151,9,2.25,201.33333333333334,1781942399999999997,0
OFF-ST-10001627,433,144,8,3.0,144.33333333333334,1777017599999999997,0
FUR-BO-10002268,441,147,7,5.0,88.2,1772167680000000000,0
OFF-AR-10002399,244,81,8,4.75,51.36842105263158,1768985431578947370,0
OFF-PA-10002713,450,150,8,3.857142857142857,116.66666666666667,1774627200000000002,0
OFF-PA-10002947,177,59,4,2.0,88.5,1772193600000000000,0
OFF-ST-10002583,82,27,5,2.75,29.818181818181817,1767123490909090907,0
OFF-PA-10000019,225,75,7,4.0,56.25,1769407200000000000,0
TEC-AC-10001990,492,164,9,5.75,85.56521739130434,1771940034782608691,0
FUR-CH-10004540,420,140,7,4.5,93.33333333333333,1772611199999999997,0
OFF-BI-10004995,424,141,6,4.0,106.0,1773705600000000000,0
OFF-EN-10002312,71,23,9,2.5,28.4,1767000960000000000,0
OFF-BI-10004224,287,95,7,4.0,71.75,1770746400000000000,0
FUR-FU-10002597,207,69,3,4.0,51.75,1769018400000000000,0
OFF-EN-10002973,87,29,9,4.0,21.75,1766426400000000000,0
FUR-BO-10001608,279,93,9,4.0,69.75,1770573600000000000,0
OFF-FA-10002280,414,138,7,5.0,82.8,1771701120000000000,0
FUR-FU-10003268,487,162,4,3.0,162.33333333333334,1778572799999999997,0
OFF-BI-10003712,313,104,5,5.0,62.6,1769955840000000000,0
OFF-BI-10000831,76,25,5,3.0,25.333333333333332,1766735999999999997,0
FUR-BO-10001798,275,91,7,3.0,91.66666666666667,1772467200000000002,0
OFF-BI-10004716,326,108,8,2.0,163.0,1778630400000000000,0
OFF-PA-10002787,335,111,2,3.0,111.66666666666667,1774195200000000002,0
OFF-AP-10004980,333,111,8,3.0,111.0,1774137600000000000,0
OFF-ST-10001932,416,138,8,4.0,104.0,1773532800000000000,0
OFF-ST-10000636,497,165,8,4.5,110.44444444444444,1774089599999999996,0
OFF-BI-10000069,366,122,3,4.2,87.14285714285714,1772076342857142853,0
OFF-AR-10000034,353,117,2,5.0,70.6,1770647040000000000,0
FUR-TA-10004086,196,65,8,3.75,52.266666666666666,1769063040000000002,0
OFF-PA-10000100,53,17,3,5.166666666666667,10.258064516129032,1765433496774193545,0
OFF-EN-10002500,84,28,6,5.0,16.8,1765998720000000000,0
