City,Order Date,Order ID,Product ID,Region,State
Atlanta,19-05-2020,US-2020-120607,OFF-PA-10003129,South,Georgia
Atlanta,25-11-2020,CA-2020-155159,OFF-PA-10003724,South,Georgia
Atlanta,26-06-2019,CA-2019-160234,TEC-PH-10004434,South,Georgia
Atlanta,26-11-2020,CA-2020-165029,OFF-AR-10003504,South,Georgia
Atlanta,27-09-2019,CA-2019-123176,OFF-AR-10004685,South,Georgia
Atlanta,27-09-2019,CA-2019-123176,OFF-PA-10003971,South,Georgia
Atlanta,31-01-2019,CA-2019-159891,OFF-BI-10003527,South,Georgia
Atlanta,31-01-2019,CA-2019-159891,OFF-EN-10004483,South,Georgia
Atlanta,31-03-2020,CA-2020-133263,OFF-BI-10000474,South,Georgia
Atlanta,31-03-2020,CA-2020-133263,OFF-BI-10001153,South,Georgia
Atlanta,31-03-2020,CA-2020-133263,TEC-CO-10001449,South,Georgia
Atlantic City,31-01-2019,CA-2019-158043,OFF-EN-10003134,Northeast,New Jersey
Auburn,01-04-2019,CA-2019-166674,OFF-AR-10000588,Northeast,New York
Auburn,01-04-2019,CA-2019-166674,OFF-AR-10001953,Northeast,New York
Auburn,01-04-2019,CA-2019-166674,OFF-AR-10003156,Northeast,New York
Auburn,01-04-2019,CA-2019-166674,OFF-AR-10004974,Northeast,New York
Auburn,01-04-2019,CA-2019-166674,OFF-ST-10001469,Northeast,New York
Auburn,01-04-2019,CA-2019-166674,TEC-PH-10002365,Northeast,New York
Auburn,04-12-2019,CA-2019-105277,OFF-BI-10000301,Northeast,New York
Auburn,11-06-2020,CA-2020-102554,OFF-AR-10001919,South,Alabama
Auburn,13-11-2019,CA-2019-149461,FUR-FU-10004270,West,Washington
Auburn,14-07-2019,CA-2019-169215,OFF-FA-10000936,Northeast,New York
Auburn,18-09-2019,CA-2019-145905,FUR-CH-10001854,South,Alabama
Auburn,18-09-2019,CA-2019-145905,OFF-PA-10000533,South,Alabama
Auburn,18-09-2019,CA-2019-145905,OFF-ST-10003716,South,Alabama
Auburn,21-05-2020,CA-2020-167899,FUR-FU-10004071,Northeast,New York
Auburn,21-05-2020,CA-2020-167899,OFF-AR-10001988,Northeast,New York
Auburn,29-10-2020,CA-2020-160983,OFF-PA-10002250,Northeast,New York
Aurora,03-09-2019,US-2019-100566,FUR-FU-10003394,Midwest,Illinois
Aurora,07-07-2019,CA-2019-159940,FUR-CH-10000785,Midwest,Illinois
Aurora,07-07-2019,CA-2019-159940,FUR-FU-10004973,Midwest,Illinois
Aurora,07-07-2019,CA-2019-159940,OFF-FA-10000936,Midwest,Illinois
Aurora,07-07-2019,CA-2019-159940,OFF-PA-10001609,Midwest,Illinois
Aurora,09-10-2020,US-2020-117247,FUR-TA-10001676,Midwest,Illinois
Aurora,09-10-2020,US-2020-117247,FUR-TA-10002958,Midwest,Illinois
Aurora,10-07-2020,CA-2020-127460,OFF-ST-10004340,Midwest,Illinois
Aurora,10-10-2020,CA-2020-111717,FUR-CH-10001545,Midwest,Illinois
Aurora,11-12-2019,US-2019-135720,OFF-ST-10001963,West,Colorado
Aurora,11-12-2019,US-2019-135720,TEC-AC-10001267,West,Colorado
Aurora,11-12-2019,US-2019-135720,TEC-PH-10002103,West,Colorado
Aurora,11-12-2020,CA-2020-162565,FUR-CH-10003973,Midwest,Illinois
Aurora,11-12-2020,CA-2020-162565,FUR-FU-10004306,Midwest,Illinois
Aurora,11-12-2020,CA-2020-162565,OFF-PA-10001937,Midwest,Illinois
Aurora,13-03-2020,CA-2020-162474,TEC-PH-10004700,Midwest,Illinois
Aurora,13-10-2019,US-2019-100839,FUR-FU-10001617,West,Colorado
Aurora,13-10-2019,US-2019-100839,FUR-TA-10004575,West,Colorado
Aurora,14-01-2020,US-2020-106131,OFF-ST-10003638,West,Colorado
Aurora,14-01-2020,US-2020-106131,TEC-AC-10003027,West,Colorado
Aurora,15-08-2019,US-2019-123470,OFF-AP-10003287,West,Colorado
Aurora,15-08-2019,US-2019-123470,OFF-BI-10001989,West,Colorado
Aurora,19-09-2019,US-2019-156097,FUR-CH-10001215,Midwest,Illinois
Aurora,19-09-2019,US-2019-156097,OFF-BI-10004654,Midwest,Illinois
Aurora,21-01-2020,CA-2020-141782,OFF-EN-10002230,Midwest,Illinois
Aurora,21-07-2020,CA-2020-103478,OFF-BI-10001890,Midwest,Illinois
Aurora,21-07-2020,CA-2020-103478,OFF-BI-10004224,Midwest,Illinois
Aurora,22-04-2019,CA-2019-109057,OFF-ST-10002406,Midwest,Illinois
Aurora,24-09-2019,CA-2019-108875,FUR-FU-10002671,West,Colorado
Aurora,24-09-2019,CA-2019-108875,OFF-ST-10001370,West,Colorado
Aurora,28-09-2020,US-2020-125717,FUR-FU-10001979,West,Colorado
Aurora,28-09-2020,US-2020-125717,OFF-AP-10000891,West,Colorado
Aurora,28-09-2020,US-2020-125717,OFF-BI-10001718,West,Colorado
Aurora,28-09-2020,US-2020-125717,OFF-PA-10003022,West,Colorado
Aurora,28-09-2020,US-2020-125717,OFF-ST-10001522,West,Colorado
Aurora,28-09-2020,US-2020-125717,TEC-AC-10003657,West,Colorado
Aurora,29-11-2019,CA-2019-160241,FUR-FU-10003806,Midwest,Illinois
Aurora,29-12-2019,CA-2019-124051,OFF-PA-10001289,Midwest,Illinois
Aurora,30-01-2020,CA-2020-121790,FUR-TA-10003469,Midwest,Illinois
Aurora,30-01-2020,CA-2020-121790,OFF-AR-10003602,Midwest,Illinois
Aurora,30-01-2020,CA-2020-121790,OFF-SU-10004231,Midwest,Illinois
Aurora,30-01-2020,CA-2020-121790,TEC-PH-10002584,Midwest,Illinois
Aurora,30-06-2019,CA-2019-135594,TEC-AC-10003038,Midwest,Illinois
Austin,01-08-2020,CA-2020-162691,OFF-PA-10003729,South,Texas
Austin,01-08-2020,CA-2020-162691,TEC-MA-10000488,South,Texas
Austin,05-09-2019,US-2019-148110,FUR-CH-10002647,South,Texas
Austin,09-05-2019,US-2019-144057,OFF-AP-10000390,South,Texas
Austin,09-05-2019,US-2019-144057,OFF-BI-10002353,South,Texas
Austin,09-05-2019,US-2019-144057,OFF-BI-10002852,South,Texas
Austin,09-05-2019,US-2019-144057,OFF-PA-10004327,South,Texas
Austin,09-05-2019,US-2019-144057,OFF-ST-10001490,South,Texas
Austin,10-04-2020,CA-2020-125115,OFF-PA-10004101,South,Texas
Austin,10-04-2020,CA-2020-125115,TEC-AC-10001714,South,Texas
Austin,11-05-2020,CA-2020-140298,FUR-FU-10001967,South,Texas
Austin,11-05-2020,CA-2020-140298,OFF-AR-10003481,South,Texas
Austin,11-05-2020,CA-2020-140298,OFF-PA-10003657,South,Texas
Austin,11-05-2020,CA-2020-140298,OFF-ST-10004180,South,Texas
Austin,12-11-2020,CA-2020-130386,OFF-PA-10002749,South,Texas
Austin,12-11-2020,CA-2020-130386,OFF-PA-10003823,South,Texas
Austin,12-11-2020,CA-2020-130386,OFF-ST-10003716,South,Texas
Austin,15-01-2020,US-2020-104661,OFF-BI-10001098,South,Texas
Austin,15-01-2020,US-2020-104661,OFF-BI-10001597,South,Texas
Austin,15-01-2020,US-2020-104661,TEC-AC-10002331,South,Texas
Austin,15-01-2020,US-2020-104661,TEC-AC-10003628,South,Texas
Austin,16-09-2020,CA-2020-144113,OFF-EN-10001141,South,Texas
Austin,16-09-2020,CA-2020-144113,TEC-PH-10002170,South,Texas
Austin,23-10-2020,CA-2020-106068,OFF-BI-10000962,South,Texas
Austin,23-10-2020,CA-2020-106068,OFF-ST-10002344,South,Texas
Austin,23-10-2020,CA-2020-106068,OFF-ST-10004507,South,Texas
Austin,23-10-2020,CA-2020-106068,TEC-AC-10002942,South,Texas
Austin,29-07-2020,CA-2020-130771,OFF-FA-10003059,South,Texas
Austin,29-07-2020,CA-2020-130771,TEC-PH-10002496,South,Texas
Bakersfield,02-09-2020,CA-2020-123001,OFF-AR-10001919,West,California
Bakersfield,02-09-2020,CA-2020-123001,OFF-LA-10004544,West,California
Bakersfield,02-09-2020,CA-2020-123001,TEC-PH-10003484,West,California
Bakersfield,03-11-2020,CA-2020-135419,FUR-TA-10001086,West,California
Bakersfield,06-05-2019,CA-2019-137393,FUR-FU-10001617,West,California
Bakersfield,07-06-2019,CA-2019-103163,OFF-BI-10003305,West,California
Bakersfield,07-06-2019,CA-2019-103163,OFF-PA-10004000,West,California
Bakersfield,10-04-2019,CA-2019-124814,OFF-BI-10000174,West,California
Bakersfield,10-04-2019,CA-2019-124814,OFF-PA-10002787,West,California
Bakersfield,29-09-2020,CA-2020-140186,FUR-CH-10002961,West,California
Bakersfield,29-09-2020,CA-2020-140186,FUR-FU-10004848,West,California
Bakersfield,29-09-2020,CA-2020-140186,OFF-AP-10002578,West,California
Bakersfield,29-09-2020,CA-2020-140186,OFF-BI-10003364,West,California
Bakersfield,29-09-2020,CA-2020-140186,OFF-FA-10002280,West,California
Baltimore,03-09-2019,US-2019-147711,FUR-BO-10003159,South,Maryland
Baltimore,03-09-2019,US-2019-147711,FUR-FU-10002364,South,Maryland
Baltimore,03-09-2019,US-2019-147711,OFF-BI-10003350,South,Maryland
Baltimore,03-09-2019,US-2019-147711,OFF-LA-10004093,South,Maryland
Baltimore,04-10-2019,CA-2019-131296,FUR-TA-10002622,South,Maryland
Baltimore,08-11-2020,CA-2020-155621,FUR-FU-10003535,South,Maryland
Baltimore,12-09-2020,CA-2020-140676,OFF-AP-10000358,South,Maryland
Baltimore,12-09-2020,CA-2020-140676,OFF-PA-10004082,South,Maryland
Baltimore,12-09-2020,CA-2020-140676,OFF-PA-10004243,South,Maryland
Baltimore,13-02-2020,CA-2020-151176,OFF-AR-10000614,South,Maryland
Baltimore,13-02-2020,CA-2020-151176,OFF-SU-10001165,South,Maryland
Baltimore,14-04-2019,CA-2019-166625,OFF-BI-10002414,South,Maryland
Baltimore,14-05-2020,US-2020-133361,FUR-CH-10003298,South,Maryland
Baltimore,14-05-2020,US-2020-133361,OFF-AR-10001919,South,Maryland
Baltimore,14-05-2020,US-2020-133361,OFF-AR-10003045,South,Maryland
Baltimore,14-05-2020,US-2020-133361,OFF-AR-10003338,South,Maryland
Baltimore,14-05-2020,US-2020-133361,OFF-LA-10004544,South,Maryland
Baltimore,14-05-2020,US-2020-133361,TEC-AC-10003280,South,Maryland
Baltimore,14-11-2019,US-2019-144351,TEC-PH-10001644,South,Maryland
Baltimore,21-04-2020,CA-2020-128853,FUR-CH-10004218,South,Maryland
Baltimore,21-10-2019,CA-2019-111493,TEC-AC-10004510,South,Maryland
Baltimore,24-11-2019,CA-2019-123806,FUR-FU-10000965,South,Maryland
Baltimore,28-11-2020,CA-2020-117702,FUR-FU-10000576,South,Maryland
Baltimore,28-11-2020,CA-2020-117702,FUR-FU-10004270,South,Maryland
Baltimore,28-11-2020,CA-2020-117702,OFF-AR-10004582,South,Maryland
Baltimore,30-07-2020,CA-2020-141103,TEC-PH-10003589,South,Maryland
Baltimore,30-09-2020,CA-2020-144225,OFF-PA-10000062,South,Maryland
Bangor,17-09-2019,CA-2019-164091,FUR-FU-10004952,Northeast,Maine
Bangor,17-09-2019,CA-2019-164091,TEC-PH-10001944,Northeast,Maine
Beaumont,24-03-2020,CA-2020-101637,OFF-ST-10002352,South,Texas
Bedford,11-08-2020,CA-2020-139311,OFF-AR-10004582,South,Texas
Bedford,11-08-2020,CA-2020-139311,OFF-BI-10004209,South,Texas
Bedford,11-08-2020,CA-2020-139311,OFF-PA-10001776,South,Texas
Bedford,11-08-2020,CA-2020-139311,TEC-PH-10001557,South,Texas
Belleville,06-10-2020,CA-2020-118577,OFF-PA-10001357,Northeast,New Jersey
Belleville,06-10-2020,CA-2020-118577,OFF-PA-10004888,Northeast,New Jersey
Belleville,16-02-2019,CA-2019-134138,FUR-CH-10001545,Northeast,New Jersey
Belleville,20-06-2020,CA-2020-101434,OFF-LA-10003223,Northeast,New Jersey
Belleville,20-06-2020,CA-2020-101434,TEC-AC-10002402,Northeast,New Jersey
Belleville,28-10-2019,CA-2019-142545,FUR-FU-10001861,Northeast,New Jersey
Belleville,28-10-2019,CA-2019-142545,OFF-BI-10002706,Northeast,New Jersey
Belleville,28-10-2019,CA-2019-142545,OFF-PA-10002105,Northeast,New Jersey
Belleville,28-10-2019,CA-2019-142545,OFF-PA-10004243,Northeast,New Jersey
Belleville,28-10-2019,CA-2019-142545,OFF-ST-10002756,Northeast,New Jersey
Bellevue,05-12-2020,CA-2020-131212,OFF-BI-10000145,West,Washington
Bellevue,05-12-2020,CA-2020-131212,OFF-BI-10001617,West,Washington
Bellevue,24-11-2019,CA-2019-165561,OFF-SU-10004782,West,Washington
Bellingham,01-11-2020,CA-2020-123967,FUR-TA-10003954,West,Washington
Bellingham,01-11-2020,CA-2020-123967,OFF-BI-10001308,West,Washington
Bellingham,03-06-2020,CA-2020-150420,TEC-AC-10004975,West,Washington
Bethlehem,28-07-2019,CA-2019-107783,FUR-BO-10004409,Northeast,Pennsylvania
Bethlehem,28-07-2019,CA-2019-107783,OFF-AP-10004052,Northeast,Pennsylvania
Bethlehem,28-07-2019,CA-2019-107783,OFF-BI-10000545,Northeast,Pennsylvania
Bloomington,02-11-2020,US-2020-145597,OFF-AR-10001958,Midwest,Illinois
Bloomington,03-03-2019,CA-2019-167759,TEC-PH-10003171,Midwest,Indiana
Bloomington,03-08-2020,CA-2020-140781,TEC-AC-10000682,Midwest,Illinois
Bloomington,24-09-2019,CA-2019-154235,FUR-FU-10004006,Midwest,Indiana
Boca Raton,14-06-2019,CA-2019-133872,OFF-BI-10002082,South,Florida
Boca Raton,14-06-2019,CA-2019-133872,TEC-AC-10000521,South,Florida
Boise,17-09-2020,CA-2020-142293,TEC-AC-10001109,West,Idaho
Bolingbrook,25-06-2020,CA-2020-134796,TEC-PH-10003505,Midwest,Illinois
Bowling Green,16-11-2020,CA-2020-160633,OFF-AR-10004022,Midwest,Ohio
Bowling Green,16-11-2020,CA-2020-160633,TEC-AC-10002335,Midwest,Ohio
Bowling Green,16-11-2020,CA-2020-160633,TEC-CO-10002095,Midwest,Ohio
Bowling Green,18-07-2019,CA-2019-157763,FUR-CH-10000988,South,Kentucky
Bowling Green,21-12-2020,CA-2020-109589,TEC-AC-10003116,South,Kentucky
Bowling Green,23-12-2019,CA-2019-136049,OFF-BI-10001267,Midwest,Ohio
Boynton Beach,04-09-2020,US-2020-117450,FUR-CH-10003817,South,Florida
Boynton Beach,04-09-2020,US-2020-117450,OFF-PA-10000289,South,Florida
Boynton Beach,28-10-2019,CA-2019-144344,FUR-FU-10000076,South,Florida
Boynton Beach,28-10-2019,CA-2019-144344,FUR-FU-10003268,South,Florida
Boynton Beach,28-10-2019,CA-2019-144344,FUR-FU-10003553,South,Florida
Boynton Beach,28-10-2019,CA-2019-144344,OFF-BI-10003719,South,Florida
Boynton Beach,30-04-2020,CA-2020-124597,OFF-AR-10002280,South,Florida
Boynton Beach,30-04-2020,CA-2020-124597,OFF-LA-10001569,South,Florida
Boynton Beach,30-04-2020,CA-2020-124597,OFF-LA-10003190,South,Florida
Brentwood,06-12-2020,US-2020-149006,OFF-ST-10003221,West,California
Brentwood,07-11-2020,CA-2020-122504,TEC-AC-10003289,West,California
Brentwood,07-11-2020,CA-2020-122504,TEC-PH-10002468,West,California
Brentwood,17-08-2020,CA-2020-166093,OFF-AP-10001058,West,California
Brentwood,17-08-2020,CA-2020-166093,OFF-BI-10000174,West,California
Brentwood,17-08-2020,CA-2020-166093,OFF-BI-10004230,West,California
Brentwood,17-08-2020,CA-2020-166093,OFF-EN-10003134,West,California
Brentwood,17-08-2020,CA-2020-166093,OFF-PA-10003893,West,California
Brentwood,17-08-2020,CA-2020-166093,OFF-ST-10001496,West,California
Brentwood,17-08-2020,CA-2020-166093,TEC-PH-10002564,West,California
Bridgeton,29-10-2019,CA-2019-112389,OFF-AP-10001626,Northeast,New Jersey
Bridgeton,29-10-2019,CA-2019-112389,OFF-ST-10000419,Northeast,New Jersey
Bristol,10-09-2019,CA-2019-164350,OFF-AR-10000538,South,Tennessee
Bristol,29-12-2019,CA-2019-139689,OFF-BI-10000145,South,Tennessee
Bristol,29-12-2019,CA-2019-139689,OFF-BI-10004781,South,Tennessee
Broken Arrow,03-01-2019,CA-2019-105207,FUR-TA-10000617,South,Oklahoma
Broken Arrow,03-01-2019,CA-2019-105207,OFF-BI-10004364,South,Oklahoma
Broken Arrow,24-09-2019,CA-2019-141551,OFF-BI-10001249,South,Oklahoma
Broken Arrow,24-09-2019,CA-2019-141551,OFF-PA-10001569,South,Oklahoma
Broomfield,08-07-2019,CA-2019-112109,FUR-CH-10004287,West,Colorado
Broomfield,08-07-2019,CA-2019-112109,OFF-BI-10001634,West,Colorado
Broomfield,08-07-2019,CA-2019-112109,OFF-BI-10002082,West,Colorado
Broomfield,08-07-2019,CA-2019-112109,OFF-ST-10001505,West,Colorado
Broomfield,22-09-2019,CA-2019-125724,FUR-FU-10000246,West,Colorado
Brownsville,17-11-2020,CA-2020-124674,FUR-BO-10002202,South,Texas
Brownsville,28-09-2020,US-2020-139955,OFF-SU-10001935,South,Texas
Bryan,04-11-2020,CA-2020-121160,OFF-BI-10001308,South,Texas
Bryan,04-11-2020,CA-2020-121160,OFF-BI-10003094,South,Texas
Bryan,04-11-2020,CA-2020-121160,OFF-BI-10004040,South,Texas
Bryan,04-11-2020,CA-2020-121160,OFF-ST-10002485,South,Texas
Bryan,15-03-2019,CA-2019-149272,FUR-CH-10000863,South,Texas
Bryan,15-03-2019,CA-2019-149272,OFF-BI-10004233,South,Texas
